"approved_symbol"	"previous_symbols"	"alias_symbols"	"LNCipedia"	"all"
"SRGAP2D"	""	""	""	"SRGAP2D,,,"
"SRGAP3"	"SRGAP2"	"KIAA0411, MEGAP, WRP, ARHGAP14"	""	"SRGAP3,SRGAP2,KIAA0411, MEGAP, WRP, ARHGAP14,"
"SRMS"	"C20orf148"	"SRM, dJ697K14.1, PTK70"	""	"SRMS,C20orf148,SRM, dJ697K14.1, PTK70,"
"SRP9"	""	""	""	"SRP9,,,"
"SRP68"	""	""	""	"SRP68,,,"
"SRSF3P2"	""	""	""	"SRSF3P2,,,"
"SS18L1"	""	"KIAA0693, CREST, SMARCL2"	""	"SS18L1,,KIAA0693, CREST, SMARCL2,"
"SSBP4"	""	""	""	"SSBP4,,,"
"SSH3"	""	"FLJ20515, FLJ10928"	""	"SSH3,,FLJ20515, FLJ10928,"
"SSR2"	""	"TLAP, TRAPB"	""	"SSR2,,TLAP, TRAPB,"
"SSR3"	""	"TRAPG"	""	"SSR3,,TRAPG,"
"SST"	""	"SMST, SST1"	""	"SST,,SMST, SST1,"
"SSX4"	""	"CT5.4"	""	"SSX4,,CT5.4,"
"SSX4B"	""	"OTTHUMT00000056510"	""	"SSX4B,,OTTHUMT00000056510,"
"SSX9P"	"SSX9"	""	""	"SSX9P,SSX9,,"
"ST3GAL1"	"SIAT4A"	"ST3O, SIATFL, ST3GalA.1"	""	"ST3GAL1,SIAT4A,ST3O, SIATFL, ST3GalA.1,"
"ST3GAL3"	"SIAT6, MRT12"	""	""	"ST3GAL3,SIAT6, MRT12,,"
"ST6GAL1"	"SIAT1"	""	""	"ST6GAL1,SIAT1,,"
"ST6GALNAC1"	"SIAT7A"	"ST6GalNAcI"	""	"ST6GALNAC1,SIAT7A,ST6GalNAcI,"
"ST6GALNAC2"	"SIAT7, SIAT7B, SIATL1"	"ST6GalNAII, STHM"	""	"ST6GALNAC2,SIAT7, SIAT7B, SIATL1,ST6GalNAII, STHM,"
"ST18"	"ZNF387"	"KIAA0535, ZC2HC10, NZF3, NZF-3, ZC2H2C3"	""	"ST18,ZNF387,KIAA0535, ZC2HC10, NZF3, NZF-3, ZC2H2C3,"
"STAB1"	""	"KIAA0246, STAB-1, FEEL-1, CLEVER-1, FELE-1, FEX1, SCARH2"	""	"STAB1,,KIAA0246, STAB-1, FEEL-1, CLEVER-1, FELE-1, FEX1, SCARH2,"
"STAG3"	""	""	""	"STAG3,,,"
"STAR"	""	"STARD1"	""	"STAR,,STARD1,"
"STARD3"	""	"es64, MLN64"	""	"STARD3,,es64, MLN64,"
"STAU1"	"STAU"	"PPP1R150"	""	"STAU1,STAU,PPP1R150,"
"STAU2"	""	"39K2"	""	"STAU2,,39K2,"
"STAU2-AS1"	""	""	"STAU2-AS1"	"STAU2-AS1,,,STAU2-AS1"
"STC1"	"STC"	""	""	"STC1,STC,,"
"STIP1"	""	"HOP, STI1"	""	"STIP1,,HOP, STI1,"
"STK3"	""	"MST2, KRS1"	""	"STK3,,MST2, KRS1,"
"STK4"	""	"MST1, KRS2, YSK3"	""	"STK4,,MST1, KRS2, YSK3,"
"STK4-DT"	"STK4-AS1"	""	"STK4-AS1"	"STK4-DT,STK4-AS1,,STK4-AS1"
"STK40"	""	"MGC4796, SgK495"	""	"STK40,,MGC4796, SgK495,"
"STMN2"	"SCGN10"	"SCG10"	""	"STMN2,SCGN10,SCG10,"
"STMN3"	""	"SCLIP"	""	"STMN3,,SCLIP,"
"STMN4"	""	"RB3"	""	"STMN4,,RB3,"
"STPG4"	"C2orf61"	"FLJ40172"	""	"STPG4,C2orf61,FLJ40172,"
"STUM"	"C1orf95"	"DKFZp761P211"	""	"STUM,C1orf95,DKFZp761P211,"
"STX1B"	"STX1B1, STX1B2"	""	""	"STX1B,STX1B1, STX1B2,,"
"STX1B1"	"STX1B, STX1B1"	""	""	"STX1B1,STX1B, STX1B1,,"
"STX4"	"STX4A"	"p35-2"	""	"STX4,STX4A,p35-2,"
"STX6"	""	""	""	"STX6,,,"
"STX10"	""	"hsyn10, SYN10"	""	"STX10,,hsyn10, SYN10,"
"STX16"	""	"hsyn16, SYN16"	""	"STX16,,hsyn16, SYN16,"
"STX16-NPEPL1"	""	""	""	"STX16-NPEPL1,,,"
"STYXL2"	"DUSP27"	""	""	"STYXL2,DUSP27,,"
"SUB1"	""	"PC4, p15, p14"	""	"SUB1,,PC4, p15, p14,"
"SUCLA2"	"LINC00444"	""	""	"SUCLA2,LINC00444,,"
"SUCNR1"	"GPR91"	""	""	"SUCNR1,GPR91,,"
"SUCO"	"C1orf9"	"CH1, SLP1, OPT"	""	"SUCO,C1orf9,CH1, SLP1, OPT,"
"SUGP1"	"SF4"	"F23858, DKFZp434E2216, RBP"	""	"SUGP1,SF4,F23858, DKFZp434E2216, RBP,"
"SUGP2"	"SFRS14"	"KIAA0365"	""	"SUGP2,SFRS14,KIAA0365,"
"SULF1"	""	"KIAA1077, SULF-1, hSulf-1"	""	"SULF1,,KIAA1077, SULF-1, hSulf-1,"
"SULF2"	""	"KIAA1247, HSULF-2, SULF-2"	""	"SULF2,,KIAA1247, HSULF-2, SULF-2,"
"SUMO1P1"	"UBL2, UBL6"	"PIC1L"	""	"SUMO1P1,UBL2, UBL6,PIC1L,"
"SUMO1P3"	""	""	""	"SUMO1P3,,,"
"SUMO2"	"SMT3H2"	"SMT3B"	""	"SUMO2,SMT3H2,SMT3B,"
"SUN5"	"SPAG4L"	"dJ726C3.1, TSARG4"	""	"SUN5,SPAG4L,dJ726C3.1, TSARG4,"
"SUOX"	""	""	""	"SUOX,,,"
"SUPT5H"	""	"SPT5H, SPT5, FLJ34157"	""	"SUPT5H,,SPT5H, SPT5, FLJ34157,"
"SUPT6H"	""	"KIAA0162, SPT6H"	""	"SUPT6H,,KIAA0162, SPT6H,"
"SUPT7L"	""	"STAF65gamma, KIAA0764, SPT7L, STAF65"	""	"SUPT7L,,STAF65gamma, KIAA0764, SPT7L, STAF65,"
"SUSD4"	""	"FLJ10052"	""	"SUSD4,,FLJ10052,"
"SV2A"	""	"SV2, KIAA0736"	""	"SV2A,,SV2, KIAA0736,"
"SVBP"	"CCDC23"	"MGC45441"	""	"SVBP,CCDC23,MGC45441,"
"SWSAP1"	"C19orf39"	"FLJ35119, ZSWIM7AP1, SWS1AP1"	""	"SWSAP1,C19orf39,FLJ35119, ZSWIM7AP1, SWS1AP1,"
"SWT1"	"C1orf26"	"FLJ20121, HsSwt1"	""	"SWT1,C1orf26,FLJ20121, HsSwt1,"
"SYBU"	""	"FLJ20366, GOLSYN, KIAA1472, OCSYN, SNPHL"	""	"SYBU,,FLJ20366, GOLSYN, KIAA1472, OCSYN, SNPHL,"
"SYCE2"	""	"CESC1"	""	"SYCE2,,CESC1,"
"SYCE3"	"C22orf41"	""	""	"SYCE3,C22orf41,,"
"SYCN"	"INSSA1"	"SYL, FLJ27441"	""	"SYCN,INSSA1,SYL, FLJ27441,"
"SYCP2"	""	"SCP2"	""	"SYCP2,,SCP2,"
"SYCP2L"	"C6orf177"	"dJ62D2.1, NO145"	""	"SYCP2L,C6orf177,dJ62D2.1, NO145,"
"SYDE1"	""	"7h3, FLJ13511, SYD1"	""	"SYDE1,,7h3, FLJ13511, SYD1,"
"SYMPK"	""	"SYM, SPK, Pta1"	""	"SYMPK,,SYM, SPK, Pta1,"
"SYN1"	"MRX50"	""	""	"SYN1,MRX50,,"
"SYNC"	"SYNC1"	"SYNCOILIN"	""	"SYNC,SYNC1,SYNCOILIN,"
"SYNE4"	"C19orf46, DFNB76"	"FLJ36445, Nesprin-4, Nesp4"	""	"SYNE4,C19orf46, DFNB76,FLJ36445, Nesprin-4, Nesp4,"
"SYS1"	"C20orf169"	"dJ453C12.4"	""	"SYS1,C20orf169,dJ453C12.4,"
"SYS1-DBNDD2"	""	""	""	"SYS1-DBNDD2,,,"
"SYT2"	""	""	""	"SYT2,,,"
"SYT11"	""	"KIAA0080, MGC10881, MGC17226, DKFZp781D015"	""	"SYT11,,KIAA0080, MGC10881, MGC17226, DKFZp781D015,"
"SYT14"	""	"sytXIV, FLJ34198"	""	"SYT14,,sytXIV, FLJ34198,"
"SYVN1"	""	"HRD1, DER3"	""	"SYVN1,,HRD1, DER3,"
"SZT2"	"C1orf84, KIAA0467"	"FLJ10387, SZT2B, RP11-506B15.1, FLJ34502, SZT2A, KICS1"	""	"SZT2,C1orf84, KIAA0467,FLJ10387, SZT2B, RP11-506B15.1, FLJ34502, SZT2A, KICS1,"
"TACC1"	""	""	""	"TACC1,,,"
"TACC3"	""	"ERIC1, ERIC-1, maskin, Tacc4"	""	"TACC3,,ERIC1, ERIC-1, maskin, Tacc4,"
"TADA1"	"TADA1L"	"STAF42, ADA1, hADA1, HFI1"	""	"TADA1,TADA1L,STAF42, ADA1, hADA1, HFI1,"
"TAF1A"	""	"TAFI48, SL1"	""	"TAF1A,,TAFI48, SL1,"
"TAF1B"	""	"TAFI63, SL1, RAF1B, RAFI63"	""	"TAF1B,,TAFI63, SL1, RAF1B, RAFI63,"
"TAF2"	"TAF2B"	"TAFII150, CIF150"	""	"TAF2,TAF2B,TAFII150, CIF150,"
"TAF4"	"TAF4A, TAF2C1, TAF2C"	"TAFII130, TAFII135"	""	"TAF4,TAF4A, TAF2C1, TAF2C,TAFII130, TAFII135,"
"TAF4B"	"TAF2C2"	"TAFII105"	""	"TAF4B,TAF2C2,TAFII105,"
"TAF5L"	""	"PAF65B"	""	"TAF5L,,PAF65B,"
"TAF6"	"TAF2E"	"TAFII70, TAFII80, MGC:8964, TAFII85"	""	"TAF6,TAF2E,TAFII70, TAFII80, MGC:8964, TAFII85,"
"TAFA5"	"FAM19A5"	"TAFA-5"	""	"TAFA5,FAM19A5,TAFA-5,"
"TAGLN2"	""	"KIAA0120, HA1756"	""	"TAGLN2,,KIAA0120, HA1756,"
"TAPBPL"	""	"TAPBP-R, FLJ10143, TAPBPR"	""	"TAPBPL,,TAPBP-R, FLJ10143, TAPBPR,"
"TARBP1"	""	"TRP-185, TRM3, TRMT3"	""	"TARBP1,,TRP-185, TRM3, TRMT3,"
"TARS1"	"TARS"	""	""	"TARS1,TARS,,"
"TARS2"	"TARSL1"	"FLJ12528"	""	"TARS2,TARSL1,FLJ12528,"
"TAS2R1"	""	"T2R1, TRB7"	""	"TAS2R1,,T2R1, TRB7,"
"TATDN1"	""	"CDA11"	""	"TATDN1,,CDA11,"
"TATDN3"	""	""	""	"TATDN3,,,"
"TBC1D3P1-DHX40P1"	""	""	""	"TBC1D3P1-DHX40P1,,,"
"TBC1D10B"	""	"DKFZP434P1750, Rab27A-GAPbeta, FLJ13130, EPI64B"	""	"TBC1D10B,,DKFZP434P1750, Rab27A-GAPbeta, FLJ13130, EPI64B,"
"TBC1D10C"	""	"FLJ00332, Carabin, EPI64C"	""	"TBC1D10C,,FLJ00332, Carabin, EPI64C,"
"TBC1D16"	""	"MGC25062, FLJ20748"	""	"TBC1D16,,MGC25062, FLJ20748,"
"TBC1D22A"	"C22orf4"	""	""	"TBC1D22A,C22orf4,,"
"TBC1D31"	"WDR67"	"MGC21654, Gm85"	""	"TBC1D31,WDR67,MGC21654, Gm85,"
"TBCB"	"CKAP1"	"CG22, CKAPI"	""	"TBCB,CKAP1,CG22, CKAPI,"
"TBCCD1"	""	"FLJ10560"	""	"TBCCD1,,FLJ10560,"
"TBCE"	"KCS, HRD"	"KCS1, pac2"	""	"TBCE,KCS, HRD,KCS1, pac2,"
"TBL1XR1"	""	"IRA1, FLJ12894, TBLR1, C21, DC42"	""	"TBL1XR1,,IRA1, FLJ12894, TBLR1, C21, DC42,"
"TBX10"	"TBX7"	"TBX13"	""	"TBX10,TBX7,TBX13,"
"TBX19"	""	"dj747L4.1, TPIT"	""	"TBX19,,dj747L4.1, TPIT,"
"TCAP"	"LGMD2G"	"T-cap, TELE, telethonin, CMD1N"	""	"TCAP,LGMD2G,T-cap, TELE, telethonin, CMD1N,"
"TCEA1"	"TCEA, GTF2S"	"SII, TF2S, TFIIS"	""	"TCEA1,TCEA, GTF2S,SII, TF2S, TFIIS,"
"TCEA1P2"	""	"TCEA1"	""	"TCEA1P2,,TCEA1,"
"TCEA2"	""	"TFIIS"	""	"TCEA2,,TFIIS,"
"TCF24"	""	"bHLHa25"	""	"TCF24,,bHLHa25,"
"TCFL5"	""	"Figlb, E2BP-1, CHA, bHLHe82"	""	"TCFL5,,Figlb, E2BP-1, CHA, bHLHe82,"
"TCHH"	"THH"	""	""	"TCHH,THH,,"
"TCHHL1"	"S100A17, THHL1"	""	""	"TCHHL1,S100A17, THHL1,,"
"TCIM"	"C8orf4"	"TC-1, hTC-1, TC1"	""	"TCIM,C8orf4,TC-1, hTC-1, TC1,"
"TCIRG1"	""	"TIRC7, OC-116, OC116, ATP6N1C, Atp6i, a3, ATP6V0A3"	""	"TCIRG1,,TIRC7, OC-116, OC116, ATP6N1C, Atp6i, a3, ATP6V0A3,"
"TDH"	""	"FLJ25033, SDR14E1P"	""	"TDH,,FLJ25033, SDR14E1P,"
"TDRD5"	""	"FLJ34823, TUDOR3"	""	"TDRD5,,FLJ34823, TUDOR3,"
"TDRD10"	""	"DKFZp434M202"	""	"TDRD10,,DKFZp434M202,"
"TDRD12"	""	"ECAT8, FLJ13072"	""	"TDRD12,,ECAT8, FLJ13072,"
"TDRKH"	""	"TDRD2"	""	"TDRKH,,TDRD2,"
"TDRP"	"C8orf42"	"INM01, TDRP1, TDRP2"	""	"TDRP,C8orf42,INM01, TDRP1, TDRP2,"
"TECR"	"SC2, GPSN2"	"TER, MRT14"	""	"TECR,SC2, GPSN2,TER, MRT14,"
"TEDDM1"	""	"HE9, Epdd1, TMEM45C, EDDM9"	""	"TEDDM1,,HE9, Epdd1, TMEM45C, EDDM9,"
"TEKT2"	""	"TEKTB1"	""	"TEKT2,,TEKTB1,"
"TEN1"	"C17orf106"	"FLJ39785"	""	"TEN1,C17orf106,FLJ39785,"
"TEN1-CDK3"	""	""	""	"TEN1-CDK3,,,"
"TENM4"	"ODZ4"	"KIAA1302, Ten-M4, TEN4"	""	"TENM4,ODZ4,KIAA1302, Ten-M4, TEN4,"
"TENT4A"	"POLS, PAPD7"	"POLK, TRF4, LAK-1, TRF4-1"	""	"TENT4A,POLS, PAPD7,POLK, TRF4, LAK-1, TRF4-1,"
"TERC"	""	"TR, hTR, TRC3, SCARNA19"	""	"TERC,,TR, hTR, TRC3, SCARNA19,"
"TERF1"	"TRBF1"	"PIN2, TRF1, TRF"	""	"TERF1,TRBF1,PIN2, TRF1, TRF,"
"TERT"	""	"TRT, TP2, TCS1, hEST2, EST2"	""	"TERT,,TRT, TP2, TCS1, hEST2, EST2,"
"TEX15"	""	"CT42"	""	"TEX15,,CT42,"
"TEX19"	""	"FLJ35767"	""	"TEX19,,FLJ35767,"
"TEX28P1"	""	"pTEX"	""	"TEX28P1,,pTEX,"
"TEX28P2"	""	"pTEX, CXorf2B"	""	"TEX28P2,,pTEX, CXorf2B,"
"TEX35"	"C1orf49"	"DKFZP564J047, TSC24"	""	"TEX35,C1orf49,DKFZP564J047, TSC24,"
"TEX50"	""	""	""	"TEX50,,,"
"TFAP2C"	""	"AP2-GAMMA, ERF1, TFAP2G, hAP-2g"	""	"TFAP2C,,AP2-GAMMA, ERF1, TFAP2G, hAP-2g,"
"TFB2M"	""	"FLJ23182, FLJ22661, Hkp1"	""	"TFB2M,,FLJ23182, FLJ22661, Hkp1,"
"TFDP2"	""	"Dp-2"	""	"TFDP2,,Dp-2,"
"TFRC"	""	"CD71, TFR1, p90"	""	"TFRC,,CD71, TFR1, p90,"
"TG"	""	"TGN, AITD3"	""	"TG,,TGN, AITD3,"
"TGFB2"	""	""	""	"TGFB2,,,"
"TGIF1"	"HPE4, TGIF"	""	""	"TGIF1,HPE4, TGIF,,"
"TGIF2"	""	""	""	"TGIF2,,,"
"TGS1"	"NCOA6IP"	"PIMT"	""	"TGS1,NCOA6IP,PIMT,"
"THADA"	""	"FLJ21877, KIAA1767, GITA, ARMC13"	""	"THADA,,FLJ21877, KIAA1767, GITA, ARMC13,"
"THAP1"	"DYT6"	"FLJ10477, 4833431A01Rik"	""	"THAP1,DYT6,FLJ10477, 4833431A01Rik,"
"THAP8"	""	"FLJ32891"	""	"THAP8,,FLJ32891,"
"THAP12"	"PRKRIR"	"P52rIPK, DAP4, THAP0"	""	"THAP12,PRKRIR,P52rIPK, DAP4, THAP0,"
"THBS3"	""	""	""	"THBS3,,,"
"THEM4"	""	"CTMP"	""	"THEM4,,CTMP,"
"THEM5"	""	"FLJ37964"	""	"THEM5,,FLJ37964,"
"THEM6"	"C8orf55"	"DSCD75"	""	"THEM6,C8orf55,DSCD75,"
"THPO"	"MGDF"	"TPO, MPLLG"	""	"THPO,MGDF,TPO, MPLLG,"
"THRA"	"THRA1, THRA2, ERBA1"	"EAR-7.1/EAR-7.2, THRA3, AR7, ERBA, NR1A1, TRalpha"	""	"THRA,THRA1, THRA2, ERBA1,EAR-7.1/EAR-7.2, THRA3, AR7, ERBA, NR1A1, TRalpha,"
"THRAP3"	""	"TRAP150, BCLAF2"	""	"THRAP3,,TRAP150, BCLAF2,"
"THSD4"	""	"FVSY9334, PRO34005, FLJ13710, ADAMTSL6"	""	"THSD4,,FVSY9334, PRO34005, FLJ13710, ADAMTSL6,"
"TIAF1"	""	""	""	"TIAF1,,,"
"TIE1"	"TIE"	"JTK14"	""	"TIE1,TIE,JTK14,"
"TIGD3"	""	""	""	"TIGD3,,,"
"TIGD5"	""	"FLJ14926"	""	"TIGD5,,FLJ14926,"
"TIMM17A"	""	"TIM17, TIM17A"	""	"TIMM17A,,TIM17, TIM17A,"
"TIMM17B"	""	"DXS9822, JM3"	""	"TIMM17B,,DXS9822, JM3,"
"TIMM29"	"C19orf52"	"TIM29"	""	"TIMM29,C19orf52,TIM29,"
"TIMM50"	""	"TIM50L, TIM50"	""	"TIMM50,,TIM50L, TIM50,"
"TIMP1"	"TIMP, CLGI"	"EPO"	""	"TIMP1,TIMP, CLGI,EPO,"
"TIPARP"	""	"DKFZP434J214, DKFZp686N0351, DDF1, PARP7, PARP-7, PARP-1, pART14, RM1, ARTD14"	""	"TIPARP,,DKFZP434J214, DKFZp686N0351, DDF1, PARP7, PARP-7, PARP-1, pART14, RM1, ARTD14,"
"TIPARP-AS1"	""	""	"TIPARP-AS1"	"TIPARP-AS1,,,TIPARP-AS1"
"TIPRL"	""	"MGC3794, dJ69E11.3, TIP41, TIPRL1"	""	"TIPRL,,MGC3794, dJ69E11.3, TIP41, TIPRL1,"
"TLCD1"	""	""	""	"TLCD1,,,"
"TLDC2"	"C20orf118"	"dJ132F21.2"	""	"TLDC2,C20orf118,dJ132F21.2,"
"TLR5"	"SLEB1"	"TIL3, FLJ10052, MGC126430, MGC126431"	""	"TLR5,SLEB1,TIL3, FLJ10052, MGC126430, MGC126431,"
"TM2D2"	""	"BLP1"	""	"TM2D2,,BLP1,"
"TM4SF1"	"M3S1"	"L6"	""	"TM4SF1,M3S1,L6,"
"TM4SF1-AS1"	""	""	"TM4SF1-AS1"	"TM4SF1-AS1,,,TM4SF1-AS1"
"TM4SF4"	""	"il-TMP"	""	"TM4SF4,,il-TMP,"
"TM4SF18"	""	"L6D"	""	"TM4SF18,,L6D,"
"TM4SF19"	""	""	""	"TM4SF19,,,"
"TM4SF19-DYNLT2B"	"TM4SF19-TCTEX1D2"	""	""	"TM4SF19-DYNLT2B,TM4SF19-TCTEX1D2,,"
"TM6SF2"	""	"Lpr4"	""	"TM6SF2,,Lpr4,"
"TM7SF2"	""	"ANG1, DHCR14A, NET47"	""	"TM7SF2,,ANG1, DHCR14A, NET47,"
"TM9SF4"	""	"KIAA0255, dJ836N17.2"	""	"TM9SF4,,KIAA0255, dJ836N17.2,"
"TMCC1"	""	"KIAA0779"	""	"TMCC1,,KIAA0779,"
"TMCC2"	""	"HUCEP11, FLJ38497"	""	"TMCC2,,HUCEP11, FLJ38497,"
"TMCO1"	"TMCC4"	"HP10122"	""	"TMCO1,TMCC4,HP10122,"
"TMCO2"	""	"dJ39G22.2"	""	"TMCO2,,dJ39G22.2,"
"TMED1"	""	"ST2L, MGC1270, IL1RL1LG, Il1rl1l, p24gamma1, p24g1"	""	"TMED1,,ST2L, MGC1270, IL1RL1LG, Il1rl1l, p24gamma1, p24g1,"
"TMED10P1"	"TMED10P"	"Tmp21-II"	""	"TMED10P1,TMED10P,Tmp21-II,"
"TMEM9"	""	"TMEM9A"	""	"TMEM9,,TMEM9A,"
"TMEM14EP"	"TMEM14E"	""	""	"TMEM14EP,TMEM14E,,"
"TMEM38A"	""	"MGC3169, TRIC-A"	""	"TMEM38A,,MGC3169, TRIC-A,"
"TMEM41A"	""	"MGC15397"	""	"TMEM41A,,MGC15397,"
"TMEM44"	""	"DKFZp686O18124"	""	"TMEM44,,DKFZp686O18124,"
"TMEM44-AS1"	""	""	"TMEM44-AS1"	"TMEM44-AS1,,,TMEM44-AS1"
"TMEM59L"	"C19orf4"	"BSMAP"	""	"TMEM59L,C19orf4,BSMAP,"
"TMEM63A"	"KIAA0792"	""	""	"TMEM63A,KIAA0792,,"
"TMEM64"	""	"DKFZp762C1112"	""	"TMEM64,,DKFZp762C1112,"
"TMEM65"	""	""	""	"TMEM65,,,"
"TMEM67"	"MKS3"	"MGC26979, JBTS6, NPHP11"	""	"TMEM67,MKS3,MGC26979, JBTS6, NPHP11,"
"TMEM68"	""	"FLJ32370"	""	"TMEM68,,FLJ32370,"
"TMEM70"	""	"FLJ20533"	""	"TMEM70,,FLJ20533,"
"TMEM71"	""	"FLJ33069"	""	"TMEM71,,FLJ33069,"
"TMEM74"	""	"FLJ30668, NET36"	""	"TMEM74,,FLJ30668, NET36,"
"TMEM78"	""	"FLJ40168"	""	"TMEM78,,FLJ40168,"
"TMEM79"	""	"MGC13102, FLJ16057, FLJ32254, MATT"	""	"TMEM79,,MGC13102, FLJ16057, FLJ32254, MATT,"
"TMEM81"	""	"UNQ2788, MGC75217, HC3107, KVLA2788"	""	"TMEM81,,UNQ2788, MGC75217, HC3107, KVLA2788,"
"TMEM94"	"KIAA0195"	""	""	"TMEM94,KIAA0195,,"
"TMEM105"	""	"FLJ38792"	""	"TMEM105,,FLJ38792,"
"TMEM125"	""	"MGC17299"	""	"TMEM125,,MGC17299,"
"TMEM129"	""	"D4S2561E"	""	"TMEM129,,D4S2561E,"
"TMEM134"	""	"FLJ21749"	""	"TMEM134,,FLJ21749,"
"TMEM147"	""	"NIFIE14, MGC1936"	""	"TMEM147,,NIFIE14, MGC1936,"
"TMEM147-AS1"	""	""	"TMEM147-AS1"	"TMEM147-AS1,,,TMEM147-AS1"
"TMEM161A"	""	"FLJ39645, FLJ20422"	""	"TMEM161A,,FLJ39645, FLJ20422,"
"TMEM170B"	""	""	""	"TMEM170B,,,"
"TMEM183A"	"C1orf37"	""	""	"TMEM183A,C1orf37,,"
"TMEM183BP"	"TMEM183B"	"C1orf37-DUP"	""	"TMEM183BP,TMEM183B,C1orf37-DUP,"
"TMEM199"	"C17orf32"	"MGC45714, VPH2, VMA12"	""	"TMEM199,C17orf32,MGC45714, VPH2, VMA12,"
"TMEM205"	""	"UNQ501, MBC3205"	""	"TMEM205,,UNQ501, MBC3205,"
"TMEM207"	""	""	""	"TMEM207,,,"
"TMEM212"	""	"FLJ23172"	""	"TMEM212,,FLJ23172,"
"TMEM221"	""	""	""	"TMEM221,,,"
"TMEM235"	""	""	""	"TMEM235,,,"
"TMEM249"	""	"C8orfK29"	""	"TMEM249,,C8orfK29,"
"TMEM254"	"C10orf57"	"FLJ13263, bA369J21.6"	""	"TMEM254,C10orf57,FLJ13263, bA369J21.6,"
"TMEM254-AS1"	""	"CPHX"	"TMEM254-AS1"	"TMEM254-AS1,,CPHX,TMEM254-AS1"
"TMEM262"	""	""	""	"TMEM262,,,"
"TMEM265"	""	""	""	"TMEM265,,,"
"TMEM267"	"C5orf28"	"FLJ21657"	""	"TMEM267,C5orf28,FLJ21657,"
"TMEM269"	""	""	""	"TMEM269,,,"
"TMOD4"	""	"Sk-Tmod"	""	"TMOD4,,Sk-Tmod,"
"TNFAIP1"	"EDP1"	"B61, B12, MGC2317, BTBD34"	""	"TNFAIP1,EDP1,B61, B12, MGC2317, BTBD34,"
"TNFAIP8L2"	""	"FLJ23467"	""	"TNFAIP8L2,,FLJ23467,"
"TNFRSF1A"	"TNFR1"	"TNF-R, TNFAR, TNFR60, TNF-R-I, CD120a, TNF-R55"	""	"TNFRSF1A,TNFR1,TNF-R, TNFAR, TNFR60, TNF-R-I, CD120a, TNF-R55,"
"TNFRSF6B"	""	"DcR3, DCR3, TR6, M68"	""	"TNFRSF6B,,DcR3, DCR3, TR6, M68,"
"TNFRSF10A"	""	"DR4, Apo2, TRAILR-1, CD261, TRAILR1"	""	"TNFRSF10A,,DR4, Apo2, TRAILR-1, CD261, TRAILR1,"
"TNFRSF10B"	""	"DR5, KILLER, TRICK2A, TRAIL-R2, TRICKB, CD262, TRAILR2"	""	"TNFRSF10B,,DR5, KILLER, TRICK2A, TRAIL-R2, TRICKB, CD262, TRAILR2,"
"TNFRSF10C"	""	"DcR1, TRAILR3, LIT, TRID, CD263"	""	"TNFRSF10C,,DcR1, TRAILR3, LIT, TRID, CD263,"
"TNFRSF10D"	""	"DcR2, TRUNDD, TRAILR4, CD264"	""	"TNFRSF10D,,DcR2, TRUNDD, TRAILR4, CD264,"
"TNFRSF11B"	"OPG"	"OCIF, TR1"	""	"TNFRSF11B,OPG,OCIF, TR1,"
"TNFSF4"	"TXGP1"	"OX-40L, gp34, CD252"	""	"TNFSF4,TXGP1,OX-40L, gp34, CD252,"
"TNFSF10"	""	"TRAIL, Apo-2L, TL2, CD253"	""	"TNFSF10,,TRAIL, Apo-2L, TL2, CD253,"
"TNFSF18"	""	"AITRL, TL6, hGITRL"	""	"TNFSF18,,AITRL, TL6, hGITRL,"
"TNIK"	""	"KIAA0551"	""	"TNIK,,KIAA0551,"
"TNK2"	""	"p21cdc42Hs, ACK, ACK1"	""	"TNK2,,p21cdc42Hs, ACK, ACK1,"
"TNKS"	""	"TIN1, TINF1, TNKS1, PARP-5a, PARP5A, pART5, ARTD5"	""	"TNKS,,TIN1, TINF1, TNKS1, PARP-5a, PARP5A, pART5, ARTD5,"
"TNN"	""	"TNW"	""	"TNN,,TNW,"
"TNNC1"	"TNNC"	""	""	"TNNC1,TNNC,,"
"TNNC2"	""	"FAP85, CFAP85"	""	"TNNC2,,FAP85, CFAP85,"
"TNNI1"	""	""	""	"TNNI1,,,"
"TNNI3"	"CMD2A"	"TNNC1, CMH7"	""	"TNNI3,CMD2A,TNNC1, CMH7,"
"TNNT2"	"CMH2, CMD1D"	"CMPD2"	""	"TNNT2,CMH2, CMD1D,CMPD2,"
"TNPO2"	""	"IPO3, KPNB2B, FLJ12155, TRN2"	""	"TNPO2,,IPO3, KPNB2B, FLJ12155, TRN2,"
"TNR"	""	""	""	"TNR,,,"
"TNS2"	"TENC1"	"KIAA1075, C1-TEN"	""	"TNS2,TENC1,KIAA1075, C1-TEN,"
"TOGARAM2"	"FAM179A"	"FLJ43249, LOC165186, Crescerin-2"	""	"TOGARAM2,FAM179A,FLJ43249, LOC165186, Crescerin-2,"
"TOMM20"	""	"KIAA0016, TOM20, MOM19, MAS20"	""	"TOMM20,,KIAA0016, TOM20, MOM19, MAS20,"
"TOMM34"	""	"TOM34, HTOM34P"	""	"TOMM34,,TOM34, HTOM34P,"
"TOMM40"	""	"PEREC1, D19S1177E, C19orf1, TOM40, PER-EC1"	""	"TOMM40,,PEREC1, D19S1177E, C19orf1, TOM40, PER-EC1,"
